0.000000	0.000000
0.251327	0.248690
0.502655	0.481754
0.753982	0.684547
1.005310	0.844328
1.256637	0.951057
1.507964	0.998027
1.759292	0.982287
2.010619	0.904827
2.261947	0.770513
2.513274	0.587785
2.764602	0.368125
3.015929	0.125333
3.267256	-0.125333
3.518584	-0.368125
3.769911	-0.587785
4.021239	-0.770513
4.272566	-0.904827
4.523893	-0.982287
4.775221	-0.998027
5.026548	-0.951057
5.277876	-0.844328
5.529203	-0.684547
5.780530	-0.481754
6.031858	-0.248690
